ID,Book length (mins)_overall,Book length (mins)_avg,Price_overall,Price_avg,Review,Review 10/10,Minutes listened,Completion,Support Requests,Last visited minus Purchase date,Target
3127,2160,2160,8,8,No,?,0,680.4,0,0,No
3239,2160,2160,7.69,7.69,No,?,0,680.4,0,123,No
2891,2160,2160,8,8,No,?,0.08,680.4,0,0,No
2948,1620,1620,7.77,7.77,No,?,0.35,680.4,0,14,No
3185,2160,2160,5.33,5.33,No,?,0.34,680.4,0,198,No
3069,2160,2160,5.33,5.33,No,?,0,680.4,0,3,No
3133,1620,1620,5.33,5.33,Yes,9,0.6,680.4,1,25,No
3158,2160,2160,5.33,5.33,No,?,0.08,680.4,0,139,No
9859,1188,1188,5.74,5.74,No,?,0,680.4,0,0,No
9900,2160,2160,6.75,6.75,No,?,0.02,680.4,0,37,No
3037,2160,2160,10.13,10.13,Yes,10,0.28,680.4,0,14,No
3174,2160,2160,5.33,5.33,No,?,0.22,680.4,0,8,No
3242,2160,2160,6.13,6.13,No,?,0.02,680.4,0,0,No
3318,1188,1188,5.33,5.33,No,?,0,680.4,0,0,No
9931,1188,1188,5.66,5.66,No,?,0,680.4,0,1,No
9981,1188,1188,5.33,5.33,No,?,0,680.4,0,0,No
3126,1188,1188,8,8,No,?,1,680.4,2,7,No
3200,1188,1188,10.13,10.13,No,?,0.18,680.4,0,11,No
3241,1080,1080,5.74,5.74,No,?,0.18,680.4,0,3,No
2923,1620,1620,8,8,No,?,0,680.4,0,118,No
2896,2160,2160,6.01,6.01,No,?,0.17,680.4,0,2,No
9962,2160,2160,9.82,9.82,No,?,0,680.4,0,0,No
10017,2160,2160,10.13,10.13,No,?,0.02,680.4,0,77,No
3003,1620,1620,10.13,10.13,Yes,10,0.99,680.4,2,95,No
3295,1620,1620,8,8,No,?,0.12,680.4,0,55,No
9893,1620,1620,5.33,5.33,Yes,10,0.99,680.4,2,28,No
10101,2160,2160,8,8,No,?,0.35,680.4,0,15,No
3109,1620,1620,9.83,9.83,No,?,0.07,680.4,0,44,No
3227,2160,2160,5.33,5.33,No,?,0,680.4,0,0,No
10004,2160,2160,5.33,5.33,No,?,0,680.4,0,0,No
3337,2160,2160,8,8,No,?,0,680.4,0,0,No
3001,2160,2160,5.33,5.33,No,?,0,680.4,0,133,No
3193,2160,2160,6.56,6.56,No,?,0,680.4,0,0,No
10048,1620,1620,4.04,4.04,No,?,0,680.4,0,10,No
3098,1620,1620,7.61,7.61,No,?,0.94,680.4,0,5,No
3101,1620,1620,5.33,5.33,No,?,0,680.4,0,8,No
10060,1620,1620,7.99,7.99,No,?,0.01,680.4,0,122,No
10015,1080,1080,8.44,8.44,No,?,0.81,680.4,1,8,No
10089,2160,2160,5.33,5.33,No,?,0.04,680.4,0,47,No
3058,1188,1188,8,8,No,?,0,680.4,0,0,No
3326,1620,1620,6.14,6.14,No,?,0.2,680.4,0,0,No
3030,1188,1188,5.33,5.33,No,?,0,680.4,0,113,No
3301,2160,2160,5.33,5.33,No,?,0.02,680.4,0,35,No
23434,648,648,7.99,7.99,Yes,8,0.22,669.6,0,200,No
23440,1188,1188,11.39,11.39,No,?,0.06,669.6,0,311,No
23475,2160,2160,6.92,6.92,No,?,0,669.6,0,0,No
23468,1188,1188,5.33,5.33,No,?,0,669.6,0,121,No
23465,1620,1620,10.13,10.13,No,?,0.09,669.6,0,11,No
23461,2160,2160,5.86,5.86,No,?,0,669.6,0,2,No
23449,1188,1188,27.29,27.29,Yes,10,0.84,669.6,1,211,No
23479,1080,1080,5.33,5.33,Yes,9,0.66,669.6,0,78,No
23442,2160,2160,5.33,5.33,Yes,10,0.85,669.6,3,84,No
23480,1620,1620,5.61,5.61,No,?,0.02,669.6,0,21,No
23478,2160,2160,5.77,5.77,No,?,0,669.6,0,0,No
23469,2160,2160,5.33,5.33,No,?,0.44,669.6,0,21,No
23437,2160,2160,7.3,7.3,No,?,0,669.6,0,0,No
23448,2160,2160,5.33,5.33,No,?,0,669.6,0,0,No
23477,648,648,8,8,No,?,1,669.6,0,119,No
23476,2160,2160,8,8,No,?,0,669.6,0,0,No
23481,1620,1620,6.13,6.13,No,?,0,669.6,0,0,No
23432,1188,1188,5.74,5.74,No,?,0,669.6,0,0,No
23452,2160,2160,5.33,5.33,No,?,0.01,669.6,0,196,No
23433,2160,2160,6.75,6.75,No,?,0.03,669.6,0,2,No
23457,1620,1620,8,8,No,?,0,669.6,0,0,No
22979,1188,1188,5.33,5.33,Yes,10,1,664.2,0,33,No
22976,2160,2160,5.33,5.33,Yes,8,0.51,664.2,4,217,No
22990,1620,1620,5.33,5.33,No,?,0,664.2,0,29,No
22991,1188,1188,6.4,6.4,Yes,8,0.55,664.2,1,5,No
22966,1188,1188,7.47,7.47,No,?,1,664.2,0,238,No
22969,1620,1620,8,8,No,?,0,664.2,0,0,No
22974,2160,2160,5.33,5.33,No,?,0.1,664.2,0,43,No
22984,2160,2160,5.33,5.33,No,?,0,664.2,0,0,No
22992,2160,2160,5.33,5.33,No,?,0,664.2,0,0,No
22988,2160,2160,8,8,No,?,0,664.2,0,145,No
18307,2160,2160,8,8,No,?,0,623.16,0,0,No
18273,1620,1620,10.13,10.13,No,?,0.04,623.16,0,135,No
18317,2160,2160,10.13,10.13,No,?,0,623.16,0,87,No
18263,1188,1188,8,8,No,?,0,623.16,0,0,No
18235,2160,2160,7.99,7.99,No,?,0,623.16,0,41,No
18303,1620,1620,5.33,5.33,No,?,0,623.16,0,153,No
18313,1620,1620,5.76,5.76,No,?,0,623.16,0,0,No
18253,2160,2160,5.33,5.33,No,?,0,623.16,0,0,No
18291,2160,2160,5.33,5.33,No,?,0,623.16,0,0,No
18327,1620,1620,5.33,5.33,No,?,0,623.16,0,0,No
18353,648,648,5.87,5.87,No,?,0,623.16,0,33,No
18370,324,324,5.87,5.87,Yes,7,0,623.16,0,0,No
18275,2160,2160,6.4,6.4,No,?,0,623.16,0,35,No
18261,2160,2160,6.4,6.4,No,?,0.41,623.16,0,29,No
18321,324,324,6.4,6.4,No,?,0,623.16,0,0,No
18364,2160,2160,5.97,5.97,Yes,10,0.41,623.16,0,284,No
18365,1620,1620,6.13,6.13,No,?,0,623.16,0,50,No
18234,1188,1188,7.1,7.1,No,?,0,623.16,0,0,No
18356,1188,1188,7.61,7.61,No,?,0,623.16,0,15,No
18359,2160,2160,7.99,7.99,No,?,0,623.16,0,26,No
18336,216,216,24,24,No,?,0,623.16,0,0,No
18325,2160,2160,5.33,5.33,No,?,0.39,623.16,0,57,No
18211,2160,2160,5.33,5.33,No,?,0.13,623.16,0,129,No
18363,2160,2160,5.69,5.69,No,?,0,623.16,0,0,No
18247,648,648,6,6,No,?,0.05,623.16,0,1,No
18349,1080,1080,5.33,5.33,Yes,10,0.62,623.16,0,282,No
18294,1620,1620,8,8,No,?,0,623.16,0,134,No
18278,2160,2160,7.6,7.6,No,?,0,623.16,0,0,No
18277,1620,1620,5.33,5.33,No,?,0,623.16,0,0,No
18286,1620,1620,8.53,8.53,No,?,0,623.16,0,0,No
18268,324,324,12.26,12.26,No,?,0,623.16,0,0,No
18338,648,648,8,8,No,?,0,623.16,0,0,No
18314,1620,1620,5.53,5.53,No,?,0.58,623.16,1,73,No
18250,2160,2160,5.61,5.61,No,?,0,623.16,0,47,No
18218,1620,1620,5.33,5.33,No,?,0,623.16,0,106,No
18215,2160,2160,5.53,5.53,No,?,0,623.16,0,0,No
18221,2160,2160,5.33,5.33,Yes,9,0.13,623.16,0,82,No
18348,2160,2160,5.33,5.33,No,?,0,623.16,0,0,No
18224,1620,1620,5.33,5.33,No,?,0,623.16,0,0,No
18245,1620,1620,5.33,5.33,No,?,0,623.16,0,0,No
18270,648,648,5.95,5.95,Yes,10,1,623.16,0,204,No
18301,2160,2160,5.33,5.33,No,?,0,623.16,0,0,No
18315,648,648,5.33,5.33,No,?,0.7,623.16,0,91,No
18340,1620,1620,5.95,5.95,Yes,8,0.44,623.16,0,141,No
18342,1620,1620,5.33,5.33,No,?,0,623.16,0,0,No
18357,1620,1620,5.53,5.53,No,?,0,623.16,0,169,No
18345,648,648,5.33,5.33,No,?,0,623.16,0,0,No
18308,1620,1620,5.33,5.33,No,?,0.73,623.16,1,15,No
18276,1620,1620,8,8,No,?,0,623.16,0,0,No
18335,2160,2160,8,8,No,?,0,623.16,0,0,No
18239,1620,1620,7.3,7.3,Yes,8,0.2,623.16,0,12,No
18230,1620,1620,5.33,5.33,No,?,0,623.16,0,0,No
18272,1620,1620,5.33,5.33,No,?,0.02,623.16,0,9,No
18246,2160,2160,8,8,No,?,0,623.16,0,77,No
18328,1080,1080,8,8,No,?,0.99,623.16,0,59,No
18254,1620,1620,8,8,No,?,0,623.16,0,0,No
18361,2160,2160,8,8,No,?,0,623.16,0,0,No
18241,1620,1620,8,8,No,?,0,623.16,0,0,No
18262,1620,1620,5.33,5.33,No,?,0,623.16,0,0,No
18339,2160,2160,6.75,6.75,No,?,0,623.16,0,38,No
18281,1620,1620,8,8,No,?,0.33,623.16,0,5,No
18310,648,648,8,8,Yes,10,0.48,623.16,0,48,No
18227,540,540,5.33,5.33,No,?,0.44,623.16,0,5,No
18232,1620,1620,5.33,5.33,No,?,0,623.16,0,0,No
18242,2160,2160,5.33,5.33,No,?,0.42,623.16,0,191,No
22151,2160,2160,5.33,5.33,Yes,10,0.27,583.2,0,172,No
21533,648,648,10.13,10.13,No,?,0,567,0,313,No
21381,2160,2160,5.33,5.33,No,?,0,567,0,1,No
21477,2160,2160,5.33,5.33,Yes,6,0.04,567,0,220,No
21409,1188,1188,5.33,5.33,Yes,8,0.28,567,0,248,No
21304,2160,2160,5.33,5.33,No,?,0.37,567,0,33,No
21527,1620,1620,5.33,5.33,No,?,0.08,567,0,7,No
21469,2160,2160,5.33,5.33,Yes,5,0.52,567,1,12,No
21302,1620,1620,10.13,10.13,No,?,0.55,567,1,293,No
21451,1620,1620,5.33,5.33,Yes,6,0.28,567,0,1,No
21471,756,756,5.33,5.33,No,?,0,567,0,111,No
21360,2160,2160,5.33,5.33,No,?,0,567,0,241,No
21392,648,648,5.33,5.33,No,?,0,567,0,0,No
21303,1620,1620,5.33,5.33,No,?,0,567,0,0,No
21313,1620,1620,5.33,5.33,No,?,0.45,567,0,20,No
21368,2160,2160,5.33,5.33,No,?,0,567,0,17,No
21432,324,324,5.33,5.33,No,?,0,567,0,0,No
21337,2160,2160,5.86,5.86,No,?,0,567,0,0,No
21437,2160,2160,6.4,6.4,No,?,0,567,0,223,No
21534,1188,1188,7.08,7.08,Yes,10,1,567,0,0,No
21346,1620,1620,6.4,6.4,No,?,0.05,567,0,48,No
21369,1188,1188,5.97,5.97,No,?,0,567,0,21,No
21424,324,324,6.4,6.4,No,?,0.78,567,0,15,No
21452,2160,2160,6.4,6.4,No,?,0.05,567,0,0,No
21400,1188,1188,6.93,6.93,No,?,0,567,0,0,No
21458,324,324,6.93,6.93,No,?,0,567,0,0,No
21393,1188,1188,7.46,7.46,No,?,0.06,567,0,247,No
21407,1620,1620,9.14,9.14,No,?,0.03,567,0,113,No
21462,1620,1620,7.46,7.46,Yes,10,0.36,567,0,57,No
21463,1620,1620,7.47,7.47,Yes,10,0.99,567,0,249,No
21364,648,648,5.33,5.33,No,?,0,567,0,59,No
21326,2160,2160,5.33,5.33,No,?,0.03,567,0,90,No
21416,1620,1620,5.33,5.33,No,?,0.04,567,0,43,No
21461,2160,2160,5.33,5.33,No,?,0.45,567,1,20,No
21516,1188,1188,5.33,5.33,No,?,0.06,567,0,135,No
21496,1620,1620,10.13,10.13,No,?,0.02,567,0,205,No
21358,2160,2160,5.33,5.33,No,?,0,567,0,234,No
21327,648,648,5.33,5.33,No,?,0,567,0,0,No
21443,2160,2160,5.33,5.33,No,?,0,567,0,0,No
21464,2160,2160,5.33,5.33,No,?,0,567,0,0,No
21465,1620,1620,5.33,5.33,No,?,0.12,567,0,0,No
21522,1188,1188,5.33,5.33,No,?,0.2,567,0,194,No
21535,1188,1188,5.33,5.33,Yes,4,0.24,567,0,128,No
21395,648,648,5.33,5.33,No,?,0.17,567,0,51,No
21483,1620,1620,6.58,6.58,No,?,0,567,0,139,No
21398,1080,1080,5.33,5.33,No,?,0.64,567,1,57,No
21396,1188,1188,5.33,5.33,No,?,0,567,0,0,No
21425,2160,2160,5.33,5.33,Yes,10,0.19,567,0,15,No
21309,1188,1188,5.33,5.33,No,?,0.01,567,0,0,No
21310,1620,1620,5.33,5.33,No,?,0,567,0,0,No
21402,2160,2160,5.33,5.33,No,?,0.11,567,0,30,No
21412,1188,1188,5.33,5.33,No,?,0.07,567,0,133,No
21426,1188,1188,6.58,6.58,No,?,0,567,0,224,No
21439,1620,1620,5.33,5.33,No,?,0.15,567,0,11,No
21440,1620,1620,5.33,5.33,No,?,0,567,0,0,No
21454,2160,2160,5.33,5.33,No,?,0,567,0,0,No
21423,1188,1188,5.33,5.33,No,?,0,567,0,0,No
21449,540,540,12.27,12.27,No,?,0,567,0,0,No
21505,2160,2160,5.33,5.33,Yes,10,0.22,567,2,127,No
21383,1620,1620,5.33,5.33,Yes,9,0.71,567,1,188,No
21355,2160,2160,7.54,7.54,Yes,10,0.05,567,0,35,No
21441,2160,2160,5.33,5.33,No,?,0,567,0,0,No
21322,2160,2160,8,8,Yes,10,0.06,567,0,3,No
21511,2160,2160,8,8,No,?,0,567,0,99,No
21510,2160,2160,8,8,No,?,0,567,0,76,No
21380,2160,2160,8,8,No,?,0,567,0,0,No
21385,2160,2160,8,8,No,?,0.01,567,0,154,No
21406,2160,2160,10.13,10.13,No,?,0.04,567,0,12,No
21482,2160,2160,5.33,5.33,No,?,0,567,0,0,No
21493,2160,2160,5.33,5.33,No,?,0,567,0,0,No
21316,2160,2160,5.33,5.33,No,?,0.05,567,0,94,No
21342,2160,2160,5.33,5.33,Yes,10,1,567,2,175,No
21466,1188,1188,5.33,5.33,No,?,0,567,0,0,No
21300,1620,1620,5.33,5.33,No,?,0.35,567,0,25,No
21379,2160,2160,10.13,10.13,Yes,9,0.7,567,1,203,No
21446,1620,1620,8,8,No,?,0,567,0,0,No
21472,2160,2160,5.33,5.33,No,?,0,567,0,168,No
21333,1620,1620,5.63,5.63,No,?,0,567,0,0,No
21513,1620,1620,8,8,No,?,0.28,567,0,149,No
21397,2160,2160,8,8,Yes,8,0.07,567,0,21,No
21484,1620,1620,5.33,5.33,No,?,0,567,0,0,No
21517,2160,2160,5.33,5.33,No,?,0.02,567,0,1,No
18823,2160,2160,10.13,10.13,No,?,0.04,561.6,0,3,No
18834,2160,2160,5.33,5.33,No,?,0.38,561.6,0,110,No
18858,2160,2160,10.13,10.13,No,?,0,561.6,0,0,No
18835,1620,1620,6,6,No,?,0.38,561.6,0,31,No
18856,1188,1188,5.33,5.33,No,?,0,561.6,0,0,No
18849,2160,2160,5.33,5.33,No,?,0,561.6,0,0,No
18840,2160,2160,5.33,5.33,No,?,0.17,561.6,0,243,No
18828,1620,1620,5.33,5.33,No,?,0,561.6,0,0,No
18843,2160,2160,10.13,10.13,No,?,0,561.6,0,0,No
18866,1188,1188,8.61,8.61,No,?,0,561.6,0,0,No
18817,2160,2160,10.13,10.13,No,?,0.26,561.6,0,12,No
18825,2160,2160,6.55,6.55,No,?,0,561.6,0,0,No
7585,2160,2160,9.77,9.77,No,?,0,531.36,0,0,No
7763,1620,1620,10.13,10.13,No,?,0.32,531.36,0,5,No
7609,1620,1620,8,8,No,?,0.46,531.36,0,327,No
7893,540,540,5.33,5.33,No,?,0,531.36,0,25,No
7933,648,648,13.45,13.45,Yes,9,0.33,531.36,0,19,No
7662,1620,1620,8,8,No,?,0,531.36,0,11,No
7928,2160,2160,7.99,7.99,Yes,10,0.44,531.36,0,248,No
7745,1620,1620,10.13,10.13,No,?,0.08,531.36,0,213,No
7868,2160,2160,8,8,No,?,0.46,531.36,1,124,No
7629,1188,1188,5.33,5.33,Yes,10,0.09,531.36,0,54,No
7633,1188,1188,5.33,5.33,No,?,0,531.36,0,345,No
7657,1188,1188,6.13,6.13,No,?,0,531.36,0,24,No
7700,1080,1080,7.99,7.99,No,?,0,531.36,0,0,No
7824,1620,1620,8,8,No,?,0,531.36,0,0,No
7670,2160,2160,10.13,10.13,No,?,0.2,531.36,0,182,No
7839,2160,2160,6.92,6.92,No,?,0,531.36,0,0,No
7784,1188,1188,5.33,5.33,No,?,0.04,531.36,0,26,No
7651,2160,2160,5.33,5.33,No,?,0,531.36,0,0,No
7703,1188,1188,5.33,5.33,No,?,0.22,531.36,0,69,No
7859,1080,1080,7.72,7.72,No,?,0.66,531.36,1,100,No
7940,1188,1188,8,8,Yes,6,0,531.36,0,0,No
7579,1188,1188,5.33,5.33,Yes,7,0.5,531.36,0,183,No
7808,2160,2160,6.13,6.13,No,?,0,531.36,0,0,No
7881,1188,1188,5.33,5.33,No,?,0,531.36,0,0,No
7576,1620,1620,10.13,10.13,No,?,0.27,531.36,0,47,No
7611,1620,1620,5.33,5.33,No,?,0,531.36,0,0,No
7794,2160,2160,11.21,11.21,No,?,0,531.36,0,0,No
7846,2160,2160,5.33,5.33,No,?,0,531.36,0,0,No
7590,1620,1620,5.33,5.33,No,?,0,531.36,0,0,No
7599,2160,2160,5.07,5.07,No,?,0,531.36,0,0,No
7697,1620,1620,5.33,5.33,No,?,0.01,531.36,0,77,No
7729,1188,1188,5.33,5.33,No,?,0,531.36,0,0,No
7781,1620,1620,5.33,5.33,No,?,0.08,531.36,0,36,No
7816,2160,2160,5.33,5.33,No,?,0.03,531.36,0,53,No
7921,2160,2160,5.33,5.33,No,?,0.02,531.36,0,38,No
7596,648,648,6.13,6.13,No,?,0,531.36,0,38,No
7733,1188,1188,5.87,5.87,No,?,0,531.36,0,0,No
7757,1188,1188,6.14,6.14,No,?,0,531.36,0,44,No
7782,1188,1188,5.58,5.58,No,?,0,531.36,0,0,No
7833,2160,2160,7.18,7.18,No,?,0,531.36,0,185,No
7919,1620,1620,5.87,5.87,No,?,0,531.36,0,34,No
7591,324,324,6.4,6.4,No,?,0,531.36,0,0,No
7678,2160,2160,6.4,6.4,No,?,0,531.36,0,0,No
7749,1188,1188,6.4,6.4,Yes,10,0.39,531.36,0,307,No
7913,2160,2160,6.4,6.4,No,?,0,531.36,0,109,No
7759,1188,1188,6.93,6.93,No,?,0.06,531.36,0,187,No
7622,1188,1188,6.93,6.93,No,?,0.28,531.36,0,262,No
7646,1188,1188,6.93,6.93,No,?,0,531.36,0,0,No
7779,1188,1188,7.67,7.67,Yes,5,0.12,531.36,0,3,No
7810,1620,1620,6.93,6.93,No,?,0,531.36,0,0,No
7563,2160,2160,7.47,7.47,No,?,0,531.36,0,226,No
7577,1620,1620,8.06,8.06,Yes,8,0.76,531.36,0,278,No
7948,1188,1188,7.47,7.47,No,?,0.36,531.36,1,192,No
7950,2160,2160,7.47,7.47,No,?,0,531.36,0,0,No
7676,1620,1620,8,8,No,?,0,531.36,0,0,No
7731,2160,2160,8,8,No,?,0,531.36,0,0,No
7914,1188,1188,9.22,9.22,No,?,0,531.36,0,0,No
7604,2160,2160,5.33,5.33,No,?,0,531.36,0,0,No
7723,2160,2160,5.33,5.33,No,?,0,531.36,0,0,No
7743,1620,1620,5.33,5.33,No,?,0,531.36,0,0,No
7814,2160,2160,5.33,5.33,Yes,10,0.83,531.36,0,222,No
7890,2160,2160,5.97,5.97,No,?,0,531.36,0,0,No
7882,1188,1188,10.13,10.13,No,?,0,531.36,0,273,No
7613,1620,1620,10.13,10.13,No,?,0,531.36,0,33,No
7756,1188,1188,8.22,8.22,No,?,1,531.36,0,66,No
7691,1188,1188,5.33,5.33,No,?,0,531.36,0,73,No
7693,2160,2160,8,8,Yes,7,0.27,531.36,0,89,No
7920,2160,2160,8,8,No,?,0.84,531.36,0,280,No
7746,2160,2160,8,8,No,?,0,531.36,0,0,No
7809,2160,2160,8,8,No,?,0.49,531.36,0,273,No
7845,2160,2160,8,8,No,?,0,531.36,0,0,No
7899,1620,1620,10.07,10.07,No,?,0.08,531.36,0,278,No
7649,1620,1620,5.33,5.33,Yes,9,0.35,531.36,0,7,No
7831,1188,1188,5.33,5.33,No,?,0,531.36,0,0,No
7786,2160,2160,8,8,Yes,8,0.35,531.36,0,20,No
7772,2160,2160,5.69,5.69,Yes,8,0.14,531.36,0,4,No
7869,1620,1620,19.73,19.73,No,?,0,531.36,0,101,No
7750,1620,1620,5.33,5.33,Yes,8,0.53,531.36,0,239,No
7875,2160,2160,5.33,5.33,No,?,0.21,531.36,0,6,No
7631,2160,2160,5.33,5.33,No,?,0,531.36,0,0,No
7647,2160,2160,5.33,5.33,No,?,0,531.36,0,0,No
7712,1620,1620,5.33,5.33,No,?,0,531.36,0,0,No
7661,1620,1620,5.33,5.33,No,?,0,531.36,0,0,No
7935,2160,2160,5.33,5.33,No,?,1,531.36,0,170,No
7735,1620,1620,5.33,5.33,Yes,10,0,531.36,0,0,No
7751,1188,1188,5.33,5.33,No,?,0,531.36,0,0,No
7802,2160,2160,5.33,5.33,No,?,0,531.36,0,0,No
7895,1620,1620,5.33,5.33,No,?,0.04,531.36,0,24,No
7952,2160,2160,5.33,5.33,No,?,0,531.36,0,7,No
7688,1620,1620,5.33,5.33,No,?,0.04,531.36,0,190,No
7719,324,324,5.33,5.33,No,?,0,531.36,0,0,No
7925,1620,1620,5.33,5.33,No,?,0,531.36,0,0,No
7720,2160,2160,5.33,5.33,No,?,0.01,531.36,0,0,No
7867,2160,2160,5.33,5.33,No,?,0.03,531.36,0,12,No
7595,1620,1620,5.33,5.33,No,?,0,531.36,0,0,No
7635,1620,1620,5.33,5.33,No,?,0,531.36,0,0,No
7655,2160,2160,5.33,5.33,No,?,0.06,531.36,0,3,No
7694,2160,2160,5.33,5.33,No,?,0,531.36,0,51,No
7812,1620,1620,5.53,5.53,No,?,0,531.36,0,0,No
7942,2160,2160,5.33,5.33,No,?,0.01,531.36,0,158,No
7818,1620,1620,5.33,5.33,No,?,0.01,531.36,0,11,No
7862,1080,1080,7.99,7.99,No,?,0.68,531.36,0,8,No
7905,648,648,5.33,5.33,No,?,0,531.36,0,16,No
7567,2160,2160,8,8,No,?,0.3,531.36,0,140,No
7911,2160,2160,5.77,5.77,No,?,0.02,531.36,0,0,No
7714,1620,1620,5.33,5.33,No,?,0.19,531.36,0,222,No
7898,1188,1188,9.87,9.87,No,?,0.11,531.36,0,2,No
7582,648,648,8,8,No,?,0,531.36,0,0,No
7695,2160,2160,8,8,No,?,0.01,531.36,0,61,No
7787,1620,1620,8,8,Yes,10,0.99,531.36,2,57,No
7930,2160,2160,5.33,5.33,Yes,10,0.25,531.36,0,168,No
7854,1620,1620,5.95,5.95,No,?,0.02,531.36,0,29,No
7871,2160,2160,5.33,5.33,No,?,0,531.36,0,0,No
7891,1620,1620,9.87,9.87,No,?,0,531.36,0,0,No
7852,2160,2160,8,8,No,?,0,531.36,0,0,No
7918,648,648,8,8,Yes,8,0.96,531.36,0,54,No
7739,1620,1620,8,8,No,?,0,531.36,0,0,No
7573,2160,2160,8,8,No,?,0.03,531.36,0,0,No
7813,648,648,19.73,19.73,No,?,0,531.36,0,0,No
7908,2160,2160,8,8,No,?,0.19,531.36,0,28,No
7638,1620,1620,5.33,5.33,No,?,0,531.36,0,0,No
7663,324,324,9.27,9.27,No,?,0.04,531.36,0,13,No
7755,1620,1620,8,8,No,?,0,531.36,0,0,No
7760,1080,1080,7.69,7.69,No,?,0,531.36,0,0,No
7820,2160,2160,5.33,5.33,No,?,0.38,531.36,0,33,No
7861,1620,1620,5.33,5.33,No,?,0.02,531.36,0,195,No
7827,2160,2160,5.33,5.33,No,?,0,531.36,0,0,No
7603,1620,1620,5.33,5.33,No,?,0,531.36,0,0,No
7637,2160,2160,5.33,5.33,No,?,0.04,531.36,0,143,No
7877,1188,1188,5.33,5.33,No,?,0,531.36,0,0,No
7607,1620,1620,5.74,5.74,No,?,0.02,531.36,0,1,No
7664,1188,1188,6.75,6.75,Yes,9,0.27,531.36,0,175,No
7906,648,648,5.33,5.33,No,?,0,531.36,0,7,No
7769,648,648,12.45,12.45,Yes,10,0.7,531.36,0,17,No
7673,2160,2160,10.13,10.13,No,?,0.29,531.36,0,1,No
7926,2160,2160,8,8,Yes,10,0.87,531.36,0,69,No
7636,1620,1620,8,8,Yes,10,0.4,531.36,0,34,No
7711,2160,2160,6.01,6.01,No,?,0.02,531.36,0,5,No
7581,2160,2160,5.33,5.33,No,?,0,531.36,0,0,No
7660,756,756,5.33,5.33,No,?,0,531.36,0,2,No
7887,1620,1620,8,8,No,?,0,531.36,0,0,No
7837,1080,1080,6.14,6.14,No,?,0,531.36,0,29,No
19493,540,540,10.07,10.07,No,?,0.5,518.4,0,95,No
19454,1080,1080,7.96,7.96,Yes,10,0.22,518.4,0,113,No
19501,1620,1620,5.33,5.33,Yes,8,0.25,518.4,0,229,No
19469,2160,2160,10.13,10.13,No,?,0.07,518.4,0,62,No
19407,2160,2160,8,8,Yes,10,0.14,518.4,0,237,No
19425,1188,1188,7.69,7.69,No,?,0.01,518.4,0,170,No
19444,2160,2160,8,8,No,?,0.16,518.4,0,310,No
19438,1188,1188,8.61,8.61,Yes,8,0.23,518.4,0,42,No
19386,1188,1188,5.33,5.33,Yes,9,0.7,518.4,0,144,No
19391,2160,2160,10.13,10.13,No,?,0,518.4,0,0,No
19520,2160,2160,5.9,5.9,No,?,0,518.4,0,210,No
19475,1080,1080,5.87,5.87,No,?,0.08,518.4,0,2,No
19418,2160,2160,5.86,5.86,No,?,0,518.4,0,0,No
19437,1620,1620,5.87,5.87,No,?,0,518.4,0,0,No
19494,2160,2160,6.4,6.4,No,?,0.13,518.4,0,38,No
19516,1188,1188,6.39,6.39,Yes,10,1,518.4,2,256,No
19523,1620,1620,7.08,7.08,No,?,0,518.4,0,34,No
19476,1620,1620,6.4,6.4,Yes,10,0.5,518.4,0,111,No
19394,216,216,7.67,7.67,No,?,0,518.4,0,0,No
19440,1188,1188,7.68,7.68,No,?,0,518.4,0,1,No
19388,1188,1188,8.49,8.49,No,?,0,518.4,0,0,No
19427,2160,2160,9.8,9.8,No,?,0.04,518.4,0,2,No
19416,1620,1620,8,8,No,?,0,518.4,0,0,No
19505,1620,1620,8,8,No,?,0,518.4,0,180,No
19436,1620,1620,19.73,19.73,Yes,10,0.6,518.4,0,290,No
19480,1620,1620,8,8,No,?,0.01,518.4,0,47,No
19429,1620,1620,5.33,5.33,No,?,0.07,518.4,0,1,No
19477,2160,2160,8,8,No,?,0,518.4,0,0,No
19460,1620,1620,8,8,No,?,0,518.4,0,0,No
19495,324,324,8,8,No,?,0,518.4,0,0,No
19413,2160,2160,8,8,No,?,0,518.4,0,0,No
19396,2160,2160,5.61,5.61,No,?,0,518.4,0,31,No
19473,2160,2160,5.33,5.33,No,?,0,518.4,0,17,No
19481,1620,1620,5.61,5.61,Yes,9,0.51,518.4,1,61,No
19517,1080,1080,5.33,5.33,No,?,0,518.4,0,0,No
19512,1620,1620,5.33,5.33,No,?,0,518.4,0,0,No
19471,1620,1620,5.33,5.33,No,?,0,518.4,0,0,No
19439,1620,1620,5.33,5.33,No,?,0,518.4,0,0,No
19461,1620,1620,5.33,5.33,No,?,0,518.4,0,0,No
19486,1620,1620,4.1,4.1,No,?,0,518.4,0,0,No
19506,1620,1620,5.33,5.33,No,?,0.39,518.4,0,49,No
19395,2160,2160,5.33,5.33,No,?,0.5,518.4,0,24,No
19445,1620,1620,5.33,5.33,No,?,0.12,518.4,0,168,No
19489,1188,1188,5.33,5.33,No,?,0,518.4,0,0,No
19411,1620,1620,9.87,9.87,No,?,0,518.4,0,21,No
19397,2160,2160,7.54,7.54,Yes,10,0.32,518.4,0,70,No
19482,1620,1620,8,8,Yes,10,0.19,518.4,0,0,No
