arousal,dynamics_rms_mean,dynamics_rms_std,pitch_pitch_mean,rhythm_attacktime_mean,rhythm_eventdensity_mean,rhythm_fluctuationmax_peakposmean,rhythm_pulseclarity_mean,rhythm_tempo_mean,rhythm_tempo_std,spectral_brightness_mean,spectral_brightness_std,spectral_centroid_mean,spectral_centroid_std,spectral_flatness_mean,spectral_flatness_std,spectral_inharmonicity_mean,spectral_irregularity_mean,spectral_kurtosis_mean,spectral_kurtosis_std,spectral_mfcc_mean_1,spectral_mfcc_mean_10,spectral_mfcc_mean_11,spectral_mfcc_mean_12,spectral_mfcc_mean_13,spectral_mfcc_mean_2,spectral_mfcc_mean_3,spectral_mfcc_mean_4,spectral_mfcc_mean_5,spectral_mfcc_mean_6,spectral_mfcc_mean_7,spectral_mfcc_mean_8,spectral_mfcc_mean_9,spectral_mfcc_std_1,spectral_mfcc_std_10,spectral_mfcc_std_11,spectral_mfcc_std_12,spectral_mfcc_std_13,spectral_mfcc_std_2,spectral_mfcc_std_3,spectral_mfcc_std_4,spectral_mfcc_std_5,spectral_mfcc_std_6,spectral_mfcc_std_7,spectral_mfcc_std_8,spectral_mfcc_std_9,spectral_novelty_mean,spectral_novelty_std,spectral_rolloff85_mean,spectral_rolloff85_std,spectral_rolloff95_mean,spectral_rolloff95_std,spectral_roughness_mean,spectral_skewness_mean,spectral_skewness_std,spectral_spectentropy_mean,spectral_spectentropy_std,spectral_spread_mean,spectral_spread_std,timbre_lowenergy_mean,timbre_lowenergy_std,timbre_spectralflux_mean,timbre_spectralflux_std,tonal_hcdf_mean,tonal_hcdf_std,tonal_keyclarity_mean,tonal_keyclarity_std,tonal_mode_mean,tonal_mode_std
-0.54987634,0.014681,0.013244,826.310526,0.019576,0.818331,2.720543,0.126516,148.657536,22.356353,0.40521,0.110789,2906.47275,621.999866,0.257244,0.057772,0.386733,0.34557,7.001969,2.737347,2.334509,0.064624,0.081998,0.046648,-0.026181,-0.488561,0.467426,0.162953,0.161303,0.22543,-0.050805,0.024931,0.286929,0.39295,0.237223,0.187697,0.172649,0.167489,0.323666,0.310679,0.223483,0.270861,0.238341,0.266521,0.284872,0.232799,0.040201,0.112549,6767.437134,2210.481566,13840.46631,1612.007669,2.493716,2.115265,0.462514,0.760484,0.073731,4496.135397,470.933178,4.883216,0.508738,14.662301,16.367904,0.424576,0.294713,0.493327,0.146626,-0.042175,0.107729
-0.54657873,0.051964,0.032745,251.603873,0.013936,2.618658,3.103742,0.193537,130.16003,23.455668,0.052824,0.026598,628.117762,266.491609,0.054467,0.028013,0.421213,0.272868,46.614291,28.120672,2.779429,0.217871,0.206008,0.16297,0.149044,0.651289,0.791352,0.525546,0.515586,0.394902,0.367563,0.292021,0.272984,0.389932,0.063959,0.053633,0.047747,0.043215,0.261808,0.253063,0.19652,0.193259,0.138146,0.124503,0.088261,0.073759,0.038443,0.10583,169.394531,140.722554,2511.130371,2907.077601,45.613464,6.262968,1.80314,0.424491,0.046946,2692.481437,606.987609,5.194686,2.626412,45.376922,32.947954,0.374323,0.183813,0.38934,0.125959,-0.024803,0.107121
-0.544929926,0.020794,0.015726,380.009892,0.022979,3.927987,2.597207,0.644279,148.917615,10.86551,0.0954,0.128468,1494.140994,2058.840072,0.073786,0.064171,0.356174,0.488338,38.62519,22.514833,3.951589,0.091517,0.150759,0.048153,-0.113394,1.358928,0.790751,0.515265,0.319547,0.297724,0.120434,0.074967,0.076746,1.852768,0.166635,0.134656,0.121783,0.172721,0.59608,0.510991,0.151388,0.385166,0.199527,0.211775,0.186685,0.187095,0.05442,0.140286,2520.691392,5538.519391,5889.17426,7439.091335,12.70041,5.525957,2.106338,0.53064,0.073481,3344.492819,1685.793079,4.950702,2.083879,10.687662,8.682865,0.086399,0.182861,0.348375,0.263609,-0.062796,0.06905
-0.535037098,0.012296,0.002559,146.192747,0.011336,6.055646,2.518397,0.285982,101.826815,18.913164,0.088472,0.017196,1007.105485,173.416013,0.067315,0.017387,0.443585,0.375098,24.859885,4.455808,4.812189,0.167073,0.279483,0.112056,0.123174,-0.672853,-0.192724,0.907692,0.419995,-0.124612,0.359306,0.365674,0.065346,0.731638,0.119343,0.103704,0.116474,0.112624,0.253448,0.17101,0.186733,0.19981,0.15806,0.149618,0.125836,0.126934,0.057316,0.123648,812.96814,271.794726,4005.489807,2569.017083,4.827737,4.720437,0.456355,0.54521,0.022821,3438.978275,284.884023,4.645938,1.216322,8.644611,2.802571,0.109132,0.054265,0.335777,0.065858,0.012881,0.05946
-0.531739489,0.021282,0.011826,377.084205,0.013353,1.963993,2.656008,0.182919,124.511083,40.492612,0.123554,0.063611,1070.361844,451.095531,0.083763,0.042247,0.445262,0.33033,32.501861,15.650201,4.225736,0.131459,0.010313,0.116051,0.074316,0.375744,0.642011,0.232885,0.439008,-0.099634,0.205575,-0.017712,-0.074633,0.773132,0.195813,0.192722,0.179867,0.173208,0.358502,0.249922,0.28759,0.343435,0.311317,0.247556,0.197557,0.210864,0.042607,0.122801,1395.665588,1322.964958,4940.030823,2847.586786,10.601035,5.075694,1.312739,0.612895,0.05169,2895.401642,514.751501,5.732443,1.442871,16.2102,11.0079,0.269655,0.116644,0.57385,0.131073,-0.03776,0.120281
-0.526793075,0.003658,0.000669,555.199695,0.13619,3.927987,2.52047,0.180968,110.6107,12.673474,0.732032,0.036997,7031.537043,1161.044158,0.542463,0.017778,0.477709,0.367218,1.949108,0.061204,1.346451,0.024932,-0.030499,-0.113302,0.005876,0.12942,0.07278,0.029085,-0.00765,-0.123737,-0.046583,-0.025627,-0.024192,0.199494,0.130222,0.126367,0.118173,0.118122,0.142329,0.148084,0.146696,0.154328,0.14627,0.130584,0.130744,0.122026,0.068043,0.135122,14743.0221,752.01343,17505.78523,492.26746,0.73507,0.513946,0.053536,0.932988,0.009197,5928.614553,68.229348,4.622703,0.436792,3.101619,0.752779,0.220989,0.08008,0.478423,0.141116,-0.013032,0.102087
-0.52514427,0.024567,0.003576,434.575931,0.023679,6.219313,2.970219,0.197783,120.477911,16.285627,0.108634,0.011907,975.181042,88.866875,0.086706,0.009533,0.458464,0.592589,29.021574,3.456133,3.953163,0.048598,0.008805,0.049387,0.055692,0.719935,0.913226,0.349346,0.326725,0.221727,0.214133,0.195239,0.173574,0.44599,0.124795,0.12028,0.122288,0.12817,0.158897,0.195633,0.134255,0.172166,0.129176,0.140788,0.123082,0.129986,0.033122,0.110906,870.928345,146.362407,5005.841675,821.342096,15.137411,4.888847,0.305428,0.599987,0.014164,2776.866549,154.963227,4.641281,0.51195,15.738961,4.231242,0.281163,0.105647,0.447444,0.12775,-0.033571,0.097167
-0.521846661,0.004099,0.003142,974.854089,0.016898,0.981997,3.054056,0.335596,120.014015,21.598382,0.851232,0.057373,5649.265525,550.57613,0.363211,0.080817,0.455617,0.31119,5.548761,1.608875,0.191694,0.142177,-0.16433,0.11203,-0.090791,0.572056,-0.236198,-0.479308,0.806727,-0.259063,0.408782,0.046742,0.004056,0.58711,0.212939,0.193249,0.189673,0.159418,0.396075,0.432801,0.392219,0.340419,0.326883,0.294804,0.238618,0.221782,0.064154,0.124248,8791.737671,1285.1165,14155.29968,1545.846574,3.13741,1.362093,0.421416,0.876037,0.0428,4015.63854,562.734358,5.309912,0.853244,4.178094,3.644572,0.224963,0.502313,0.197687,0.272166,-0.029163,0.050709
-0.520197857,0.033175,0.009382,481.738197,0.015004,7.692308,2.697768,0.153687,130.868285,35.213095,0.050735,0.021055,601.328333,162.223527,0.047188,0.017613,0.3586,0.383402,50.210474,15.568372,4.531454,0.015926,0.124823,0.083843,0.052553,1.07723,1.255337,0.538218,0.192925,0.023305,-0.040061,-0.044593,0.002255,0.79076,0.190346,0.193308,0.171083,0.150494,0.707723,0.367249,0.245717,0.289784,0.271217,0.260526,0.180284,0.190828,0.054176,0.109866,394.102478,144.148955,1644.374084,1241.561037,28.705939,6.659168,1.085429,0.506258,0.038614,2448.811475,335.723784,4.851107,1.641359,30.594429,11.185805,0.324655,0.16348,0.447656,0.120439,-0.026505,0.101267
-0.516900247,0.009797,0.002362,455.521674,0.015628,3.927987,3.143431,0.140188,140.108276,24.37363,0.395506,0.076843,3327.430925,687.875394,0.242634,0.031328,0.456151,0.424796,4.647962,1.493933,2.832603,0.076502,-0.002069,0.095647,0.0075,0.412093,0.294837,0.322351,0.188395,-0.158786,0.170913,0.064236,-0.048043,0.489743,0.178287,0.186882,0.202386,0.169128,0.262342,0.288572,0.235891,0.240706,0.227922,0.216889,0.22901,0.208868,0.114331,0.183573,9072.431946,1693.062055,13221.5213,552.690552,2.98709,1.561043,0.413096,0.7952,0.034304,4609.202026,307.891065,5.02481,0.852539,8.098096,2.274349,0.302214,0.262341,0.491112,0.150564,-0.049228,0.093252
-0.511953833,0.062462,0.015979,128.971749,0.014524,4.582651,2.596121,0.149745,141.379682,59.159104,0.195063,0.033339,1870.585681,310.25281,0.164738,0.02714,0.368247,0.741703,9.080578,1.692993,2.860898,0.094049,0.082568,0.079035,0.075486,0.397832,0.09208,0.120436,0.111795,0.101592,0.112408,0.085628,0.112702,0.3353,0.131858,0.134859,0.12975,0.12392,0.156593,0.14773,0.16097,0.162044,0.140577,0.144509,0.132834,0.132105,0.051726,0.108395,3613.809814,1634.032996,12782.10938,928.597046,33.065801,2.614244,0.296514,0.602824,0.040026,4119.458857,281.9296,4.647378,0.535045,30.824538,16.592963,0.18435,0.314426,0.464966,0.186131,-0.062795,0.064398
-0.508656224,0.015809,0.007372,453.330602,0.020024,2.618658,3.748264,0.159222,140.363023,31.336685,0.617495,0.136215,6256.634766,1705.841213,0.373407,0.057254,0.461377,0.318484,2.370924,1.362178,2.146712,0.034418,-0.016693,0.083329,0.064509,0.424778,0.580315,0.210171,0.190529,0.086565,0.125809,0.101376,0.027592,0.476808,0.140171,0.141775,0.140143,0.144585,0.22583,0.205881,0.19111,0.173008,0.169439,0.161178,0.148457,0.157902,0.053125,0.130782,12438.96881,1916.769506,16111.95007,1267.444763,14.504445,0.484769,0.629179,0.866492,0.048404,5596.418447,454.706068,5.482667,1.941534,14.861739,7.670656,0.342598,0.210475,0.443466,0.125735,-0.006211,0.092659
-0.50700742,0.007734,0.001018,462.005589,0.059803,5.237316,2.996106,0.136455,123.728902,33.689239,0.340357,0.087747,2221.766289,1652.620878,0.137494,0.013528,0.481575,0.271251,17.632858,3.314958,3.433054,-0.07593,0.099544,-0.025344,-0.020347,-0.195235,0.562822,-0.639102,0.455537,-0.27629,-0.024585,0.047845,0.133961,0.475252,0.277696,0.24621,0.238336,0.226584,0.312548,0.335419,0.374659,0.350197,0.291078,0.282092,0.27518,0.287332,0.015662,0.06826,3863.038918,2143.842543,7325.631149,2040.477351,4.219935,3.544608,0.500836,0.765583,0.021159,3208.188202,211.255853,5.373486,0.495046,6.865427,1.123333,0.217908,0.076417,0.505239,0.136566,0.010063,0.119561
-0.50370981,0.059432,0.061203,694.082495,0.027132,0.818331,2.854694,0.061682,122.645459,10.84953,0.253929,0.075398,1586.136742,486.273273,0.135969,0.04789,0.328644,0.122562,17.681927,8.56894,2.790629,-0.055279,-0.031135,-0.063043,0.007677,-0.756207,0.413194,0.109231,0.14659,0.018426,-0.077571,-0.150845,0.00903,0.378571,0.125619,0.141292,0.132796,0.126323,0.21406,0.19967,0.176052,0.153673,0.14492,0.140003,0.143693,0.12537,0.040675,0.124852,2699.052429,1037.224003,8312.265015,2703.010866,19.303024,3.525123,0.824151,0.650527,0.097249,3143.82788,571.098108,5.176887,1.440532,57.155384,79.297534,0.307004,0.383947,0.456411,0.192702,-0.037767,0.069931
-0.50370981,0.006985,0.002615,559.456138,0.029575,2.94599,3.557863,0.168374,106.454285,40.563626,0.673846,0.064116,5438.171113,547.918731,0.403665,0.047318,0.469687,0.70501,2.957903,0.788586,1.488625,0.120274,-0.000997,-0.003977,-0.078617,-0.015738,0.675771,-0.162901,-0.023983,-0.295328,-0.232337,-0.252695,0.096185,0.528677,0.210365,0.214727,0.224973,0.181928,0.333986,0.332332,0.344412,0.287948,0.288885,0.280472,0.288718,0.232649,0.098109,0.167276,13241.93298,1736.121283,17141.86523,555.941469,3.032742,1.092621,0.248294,0.886888,0.020946,5612.786699,460.734058,5.050077,0.637173,5.858869,2.347042,0.254303,0.217505,0.493114,0.121135,-0.024267,0.091511
-0.500412201,0.005955,0.001879,547.454631,0.018898,3.436989,2.778644,0.127827,98.77791,22.032859,0.47539,0.085645,3537.976873,599.943882,0.320306,0.041508,0.460919,0.341367,5.456585,1.095072,2.125094,0.158525,0.186429,0.087243,0.122659,0.002079,0.162287,0.152891,0.457693,0.083628,0.10725,0.245338,0.10787,0.517119,0.221572,0.1976,0.144337,0.142407,0.229048,0.313449,0.379652,0.309808,0.258363,0.231994,0.194536,0.191071,0.029358,0.105235,8322.895731,1409.242654,13996.93943,971.468728,1.619634,1.724715,0.179695,0.821598,0.025246,4622.992969,380.64648,4.94911,0.511514,5.229677,2.484369,0.360209,0.231566,0.484941,0.160022,-0.016105,0.10786
-0.498763397,0.225957,0.105238,409.2681,0.009567,5.400982,3.855157,0.149916,93.799419,41.030311,0.059794,0.029416,618.657035,302.266285,0.060675,0.03015,0.243141,0.067855,47.343698,29.347112,2.394249,0.051816,0.064919,0.04012,0.04514,0.262756,0.439457,0.184973,0.211083,0.111784,0.120612,0.06914,0.080331,0.262394,0.031239,0.05657,0.039893,0.016917,0.059602,0.093529,0.069944,0.099881,0.043603,0.06222,0.033042,0.041134,0.03486,0.114445,153.82782,301.493128,2670.027466,2477.125183,87.434577,6.185238,1.863299,0.363158,0.051903,2541.591579,611.87145,4.851056,3.227359,136.20389,80.585226,0.809042,0.316459,0.444567,0.104268,0.041192,0.09961
-0.492168178,0.004498,0.002547,974.249647,0.024862,0.654664,2.698807,0.167545,111.701515,44.297581,0.866024,0.030292,6688.215463,729.824596,0.494487,0.076493,0.467583,0.366056,2.627479,0.843134,-0.173809,0.080242,-0.012386,-0.057522,0.054619,-0.003918,0.591702,-0.254542,0.20278,-0.006177,0.291752,-0.146761,0.122947,0.422299,0.216312,0.205678,0.193454,0.183174,0.368495,0.305689,0.30558,0.306437,0.291129,0.259309,0.217099,0.241717,0.030801,0.092791,13575.78735,1526.149944,16989.24866,712.494618,2.298594,0.804337,0.339126,0.923072,0.026505,5268.527386,450.330557,4.93121,0.634043,4.412795,2.898267,0.318744,0.238589,0.460827,0.130475,-0.02708,0.075677
-0.483924155,0.023414,0.004843,306.916433,0.016918,6.546645,2.990261,0.137286,113.862048,43.79233,0.19368,0.028095,1391.285173,197.713563,0.115918,0.017252,0.46781,0.386564,18.938053,3.396677,3.640086,-0.132502,1.8e-05,0.037082,0.184718,0.046116,0.845289,0.491672,0.461641,0.156598,0.102169,0.169292,0.080406,0.416956,0.118528,0.122202,0.126316,0.127104,0.155818,0.195104,0.155136,0.172553,0.130957,0.127625,0.131313,0.133072,0.064402,0.133638,2036.637268,517.699246,7651.958313,1434.995421,20.87788,3.807643,0.391299,0.677225,0.024014,3012.189883,230.150107,4.745059,0.559053,19.455715,5.162368,0.269874,0.109247,0.385831,0.114791,-0.018335,0.092897
-0.48227535,0.006474,0.001786,312.859589,0.014515,1.472995,2.81717,0.13171,117.602723,19.904484,0.424391,0.090667,2641.996677,214.730379,0.190133,0.024314,0.480159,0.28428,10.311532,1.680975,2.885133,0.093734,-0.034898,0.01544,0.013981,0.032584,0.49886,-0.041438,0.352095,-0.155578,0.068111,0.077401,-0.076327,0.561838,0.194742,0.167779,0.162252,0.157587,0.181812,0.297335,0.385125,0.345126,0.230836,0.196145,0.199095,0.203075,0.064,0.119791,5026.387939,603.585993,10706.89179,910.38212,3.616131,2.523003,0.144769,0.795157,0.01528,3638.7234,305.741451,4.908059,0.366928,5.584213,1.678081,0.243455,0.096587,0.510976,0.138805,-0.02127,0.121842
-0.478977741,0.082773,0.04093,675.773772,0.017439,7.855974,2.558692,0.16336,137.540654,57.141848,0.108311,0.040379,834.880217,310.798537,0.075161,0.029689,0.229404,0.549452,35.703062,20.37049,1.86522,-0.219525,0.263505,0.128206,-0.040467,1.161586,1.166292,-0.193608,0.81171,0.023506,0.103208,-0.129588,0.276999,0.497727,0.108389,0.128395,0.098702,0.115888,0.421198,0.30047,0.198217,0.221388,0.107462,0.105186,0.188901,0.144671,0.044077,0.141459,706.737671,889.08171,4835.460205,2057.481003,60.499334,5.226798,1.364246,0.438532,0.062462,2748.238113,596.667124,5.044031,2.420315,65.09234,60.620638,0.379118,0.441141,0.45999,0.169221,-0.034519,0.073501
-0.475680132,0.014208,0.007459,157.814966,0.014379,2.618658,2.43929,0.329532,154.724713,32.187132,0.287237,0.059039,1703.082829,328.020134,0.138197,0.02581,0.442721,0.42787,18.750202,3.370017,2.632113,0.066293,0.183814,0.07221,0.090816,-0.236908,1.112112,-0.20432,0.577238,0.163661,0.093189,0.199396,0.17183,0.337108,0.134126,0.130688,0.127431,0.123168,0.144131,0.19181,0.173225,0.191196,0.135474,0.145258,0.124236,0.138882,0.054527,0.152137,3058.07373,369.518048,7206.624756,1727.909993,3.051702,3.756589,0.358875,0.694122,0.054991,3330.843495,300.788131,4.723501,0.761932,5.301423,1.844115,0.163445,0.088778,0.69037,0.088318,0.085264,0.099729
-0.470733718,0.051744,0.021203,288.574699,0.012516,3.109656,2.873758,0.210248,108.832349,1.05376,0.050392,0.016623,551.011575,148.219033,0.047044,0.017015,0.415939,0.312226,57.477105,21.485172,4.193723,0.181913,0.191065,0.132247,0.130264,0.558742,0.825581,0.428705,0.41606,0.236301,0.23791,0.219053,0.238812,0.599963,0.114607,0.105452,0.107969,0.115291,0.313384,0.218853,0.131169,0.169497,0.118707,0.130166,0.11812,0.117802,0.030851,0.082359,309.764099,112.599321,1668.868103,1048.600702,72.522509,7.046014,1.300053,0.498949,0.028652,2260.750424,351.987281,4.810987,2.045088,44.075107,22.325313,0.370452,0.180436,0.44608,0.132808,-0.02827,0.10228
-0.467436109,0.016194,0.005754,963.728541,0.01616,3.764321,1.757988,0.185743,123.944484,18.188812,0.315019,0.057802,1881.970594,337.882491,0.130537,0.021271,0.428947,0.389796,17.200095,5.865619,2.888363,0.054237,0.113401,0.055309,0.033617,-0.522996,-0.039387,0.057462,0.371054,0.282715,0.298966,0.172693,0.141996,0.57315,0.148767,0.127467,0.137285,0.128118,0.27818,0.209799,0.183371,0.195733,0.146647,0.16259,0.155612,0.157462,0.079777,0.158038,3499.997864,1102.765432,7522.489929,1271.998399,12.534097,3.339135,0.73717,0.761633,0.024824,2933.079098,249.947414,5.361124,1.739743,12.924237,4.615571,0.273717,0.110992,0.440246,0.132084,-0.032957,0.106458
-0.4641385,0.006426,0.001582,419.455916,0.017289,4.091653,2.912477,0.133329,133.064932,22.510786,0.528543,0.08392,3241.07999,1352.068134,0.182037,0.028759,0.473779,0.333109,8.576222,1.433787,1.616555,-0.100155,-0.05106,-0.052309,-0.075719,0.898043,0.461133,0.120199,0.227961,0.090876,0.153226,-0.070091,0.222194,0.388496,0.16559,0.154406,0.165127,0.149955,0.343237,0.322996,0.190886,0.202285,0.216274,0.209154,0.208148,0.196711,0.050271,0.110878,6468.592015,1435.851753,9516.696999,1279.657445,2.073946,1.979318,0.31221,0.826846,0.02515,3572.319886,167.445005,5.098105,0.703051,5.687118,1.609483,0.275076,0.10126,0.504494,0.132424,-0.036848,0.114403
-0.457543281,0.040001,0.025401,410.451004,0.014643,3.436989,2.810245,0.198254,110.579653,24.495604,0.112269,0.057464,916.727481,427.726181,0.081953,0.037164,0.335488,0.242893,34.585907,19.824076,2.880097,0.194704,0.125044,-0.1797,-0.213923,-0.297064,0.824202,0.308262,0.169333,0.057428,0.158618,0.264046,0.091613,0.409117,0.144545,0.148813,0.140171,0.159687,0.348434,0.238015,0.220419,0.203151,0.173401,0.170823,0.153299,0.17633,0.050886,0.109476,860.341187,810.360222,5076.138611,3746.771635,25.306637,5.286962,1.512758,0.483366,0.072948,3012.172018,698.948485,4.896611,1.764085,37.533823,24.406996,0.430531,0.339472,0.405956,0.173215,-0.033648,0.08807
-0.455894477,0.015139,0.004438,809.594359,0.013744,5.237316,2.36244,0.199922,121.413347,34.42917,0.127161,0.025829,1211.157855,173.379208,0.099339,0.014803,0.365163,0.563799,23.278372,3.816787,4.628527,-0.019669,0.017861,0.064692,0.098778,-0.670636,-0.20893,0.121882,-0.004862,0.076637,0.1079,0.00606,-0.015929,0.56634,0.125795,0.136339,0.125543,0.126425,0.253325,0.269446,0.172156,0.182678,0.164978,0.141848,0.146065,0.140329,0.034513,0.096302,1319.177856,220.834074,6106.636963,1938.278814,4.702775,4.44095,0.378876,0.628774,0.033476,3245.392118,236.667814,4.709733,0.491781,11.638265,4.157433,0.373085,0.190557,0.412908,0.111949,-0.033024,0.09413
-0.446001649,0.003562,0.001919,181.748497,0.020215,0.162338,2.133287,0.155551,149.184441,40.367025,0.352375,0.117296,3813.846739,2124.09403,0.320081,0.081994,0.424313,0.990444,5.738698,2.519841,3.183673,0.037558,0.067356,0.135211,0.059829,0.430454,0.102939,0.316275,0.253968,0.030648,0.002586,-0.074498,0.055357,0.674516,0.130171,0.124613,0.133507,0.109855,0.345076,0.171821,0.160645,0.203639,0.141681,0.125413,0.13556,0.126081,0.050134,0.151431,9224.604492,3575.659998,17117.05078,2069.807487,0.165794,1.886942,0.530346,0.764446,0.049427,5491.338778,681.974696,4.762016,0.666963,0.879417,0.575374,0.032526,0.062333,0.590126,0.045352,-0.072948,0.030384
-0.44270404,0.004135,0.001145,778.918843,0.021513,2.782324,2.716207,0.206664,134.468108,38.616173,0.506524,0.07487,3060.982172,1620.835226,0.222137,0.029336,0.447903,0.481301,11.119647,1.862022,2.274374,0.089411,-0.110109,0.013217,0.044045,-0.527044,0.266468,-0.229006,-0.222745,-0.170176,0.009486,-0.041095,0.118158,0.368518,0.185823,0.174132,0.210578,0.177301,0.251251,0.260693,0.232973,0.196345,0.196089,0.209333,0.223323,0.193334,0.071651,0.134218,5493.979673,1910.866795,10537.00268,1614.300389,1.077043,2.690569,0.296381,0.817746,0.021173,3795.961238,239.265591,5.008722,0.843829,3.540483,1.199763,0.339342,0.236269,0.520114,0.137137,-0.024948,0.099126
-0.434460016,0.008879,0.003258,290.045529,0.016206,2.454992,3.089229,0.279826,94.611077,10.272918,0.494915,0.077201,3968.834901,642.903333,0.32965,0.053496,0.470027,0.492662,4.420346,0.933319,1.836772,0.060711,-0.062767,-0.023606,-0.168442,0.686037,0.772884,0.590862,0.492956,0.283301,0.257952,0.105347,-0.0675,0.397769,0.231529,0.226703,0.199681,0.197032,0.407489,0.36241,0.241731,0.283957,0.239927,0.218164,0.197718,0.236521,0.082285,0.153534,9559.082336,1897.17671,15992.53052,889.743612,3.602216,1.522301,0.266981,0.819317,0.037371,5099.405516,400.337074,4.994733,0.740459,5.901479,2.169453,0.154155,0.096477,0.587196,0.116545,0.058614,0.126959
-0.426215993,0.018606,0.004201,469.938194,0.015124,6.873977,2.51815,0.160066,162.012905,22.538994,0.161174,0.025592,1995.650929,268.224048,0.151649,0.020629,0.44056,0.35923,9.145273,1.733654,4.881594,0.082886,0.107262,0.10524,0.06402,0.261181,-0.271346,0.337027,0.19439,0.168912,0.228555,0.20674,0.100286,0.570932,0.13167,0.129726,0.120584,0.136567,0.285837,0.207089,0.17399,0.168598,0.157302,0.169074,0.140834,0.13876,0.06576,0.135458,2093.431091,1201.862549,14735.66437,969.274126,11.262446,2.702342,0.287652,0.667758,0.028017,4498.333408,300.932116,4.760064,0.580665,15.203522,4.783807,0.268788,0.113414,0.373615,0.110975,-0.029695,0.077612
-0.424567189,0.007973,0.003035,565.698351,0.018517,1.145663,2.288807,0.11819,116.262751,30.98313,0.331768,0.087404,2200.141581,234.031958,0.177476,0.032616,0.39479,0.599524,12.826626,3.129166,2.687792,0.031977,0.071554,0.10303,0.078825,-0.050344,0.155068,0.47637,0.185746,0.04532,0.067324,0.059795,0.015151,0.551525,0.334234,0.244059,0.255352,0.242655,0.418056,0.232053,0.222005,0.234418,0.300534,0.369281,0.269886,0.287487,0.053963,0.139855,4119.212036,847.510137,10707.16095,2760.142885,1.349864,3.022267,0.370499,0.730666,0.018577,3864.52808,483.197762,5.080628,0.685013,4.815517,2.433772,0.303096,0.155159,0.468454,0.129805,-0.024076,0.096663
-0.42126958,0.00375,0.001071,603.945318,0.025929,3.764321,3.14727,0.234451,122.509211,19.318856,0.733234,0.056185,5220.82125,1415.939623,0.409563,0.068333,0.471419,0.332721,3.814127,1.061898,0.942883,-0.038366,0.08992,0.006212,-0.062096,0.033356,0.731952,-0.127203,0.381574,-0.013019,0.381244,0.113677,-0.080909,0.446446,0.22014,0.211914,0.195111,0.196217,0.353028,0.399206,0.401746,0.331688,0.292481,0.296009,0.270517,0.266389,0.0229,0.073223,11179.98589,2044.365795,15809.35872,1287.05337,1.688015,1.242755,0.317528,0.890403,0.018918,4973.564351,548.499078,5.005961,0.459208,3.604032,1.445447,0.259651,0.135047,0.523706,0.127241,-0.039517,0.096149
-0.409727947,0.02056,0.013388,771.7095,0.016217,1.963993,2.504524,0.1223,116.868738,27.749944,0.354709,0.091294,2516.958753,697.492894,0.20157,0.049169,0.404077,0.394271,8.584844,3.774225,2.570531,0.04626,0.149793,0.030559,0.005295,-0.175932,0.024849,0.065207,0.197711,-0.090531,0.099889,0.112884,0.027446,0.48732,0.135793,0.148731,0.140906,0.139613,0.236685,0.298821,0.191834,0.194716,0.17251,0.164156,0.158364,0.146715,0.067993,0.138391,5697.685547,2134.871886,11673.59802,1950.865668,7.397031,2.301535,0.612344,0.759823,0.066322,3883.106764,521.269813,5.244898,1.023379,19.71868,14.517397,0.346793,0.199506,0.427079,0.143,-0.01339,0.100615
-0.406430338,0.014166,0.0049,731.10038,0.016702,6.055646,2.284869,0.115283,114.49369,24.751199,0.450197,0.076893,2595.473822,322.257144,0.198323,0.02079,0.398837,0.57824,8.35135,1.184961,2.137219,-0.061991,0.019018,0.034172,0.044203,-1.037632,0.344255,0.245041,0.179491,-0.357257,0.19665,0.036759,0.025337,0.548031,0.167366,0.155843,0.145351,0.13107,0.244219,0.219599,0.228439,0.230385,0.170428,0.181711,0.175329,0.167536,0.06095,0.130867,4683.920288,678.56277,12783.94867,615.609449,2.171087,2.359158,0.204297,0.768384,0.03854,3904.028422,236.325493,4.943894,0.516502,12.451707,5.554044,0.285827,0.134267,0.416154,0.110314,-0.020905,0.092751
-0.401483924,0.017074,0.008323,820.293769,0.016042,3.109656,2.287478,0.248916,135.727165,26.399434,0.285181,0.07291,1683.438121,341.935622,0.121629,0.033887,0.395048,0.422542,20.925734,5.250185,3.339749,0.102327,0.031646,-0.134643,0.078474,-0.95093,0.126991,-0.043867,0.098862,-0.081691,0.082402,0.115611,0.254555,0.580957,0.171867,0.147479,0.153613,0.147293,0.318199,0.196475,0.308441,0.193897,0.158636,0.187372,0.205958,0.183981,0.07371,0.138186,2594.122925,724.984721,7023.188782,2092.643391,10.435289,3.86371,0.548765,0.735682,0.031415,2887.844725,442.216655,4.972921,0.861468,12.257306,5.054721,0.249373,0.10487,0.449023,0.138001,-0.024962,0.098575
